,phrase,counts
4212,city's culture,1
4221,corporate office,1
4220,financial advisor,1
4219,wife taylor,1
4863,friend of bill w,1
4216,recommending restaurants,1
4215,local technology company,1
4214,family visit,1
4213,following technology,1
4199,geology professor,1
4209,eclectic capitol hill neighborhood,1
4208,community-minded way,1
4206,art scenes,1
4205,new parks,1
4203,tv production industry,1
4202,vintage roots,1
4201,nice design sense,1
4225,restaurant suggestions,1
4861,kayak rentals,1
4228,flourishing local art scene,1
4247,jack russel,1
4243,gay couple,1
4242,chicago transplant,1
4241,seattle's capitol hill neighborhood,1
4239,cycling trip,1
4237,travel partner,1
4232,positive energy,1
4231,installation work,1
4230,folk music,1
4229,great times,1
4200,huge complement,1
4128,marketing project manager,1
4156,cap hill,1
4155,seattle microbrews,1
4154,drink beer,1
4152,single parent,1
4150,happy person,1
4148,heavy things,1
4147,software industry,1
4145,card games,1
4197,martha stewart,1
4143,lot of helpful information,1
4141,interesting time,1
4140,seattle site,1
4138,best time,1
4137,bar scene,1
4136,dairy farm,1
4132,international stories,1
4157,simple dude,1
4159,new parents,1
4160,avid travelers photographers,1
4195,actual rocket scientist,1
4193,quick recap,1
4192,strategy consultant,1
4187,natural un-curated experiences,1
4185,home automation,1
4184,sales operations,1
4183,medical device company,1
4174,friendly guy,1
4172,broadway strips,1
4170,popular restaurant,1
4169,roommate craig,1
4020,year casting glass,1
4892,loaded kitchen,1
4250,pound puppies,1
3793,western washington,1
3802,great beaches,1
3801,college courses,1
3800,delicious vegan restaurants,1
3798,xena conventions,1
3797,favorite vacation,1
3796,local parrot rescues,1
3795,beautiful home state,1
3794,madison valley home,1
3792,local gems,1
3776,idea of hosting airbnb,1
3789,mutual passion,1
3787,favorite experiences,1
3786,good directions,1
3785,social work jobs,1
3784,memorable experience,1
3783,foreign country,1
3780,clean accommodations,1
3779,friendly hosts,1
3803,mount rainier,1
3804,science fiction scholar,1
3806,warrior princess,1
4964,nice design,1
3825,space functions,1
3824,odd combination,1
3822,little airbnb,1
3821,modern things,1
3819,northwest native guy,1
3816,bird lover,1
3813,pretty chill,1
3812,geeky interests,1
3811,puyallup fair,1
3809,year-old american studies professor,1
3808,partner lambert,1
3807,popular culture,1
3775,proud mother,1
4961,nordstrom corp,1
3733,weekend workshops,1
3742,laymen's terms,1
3740,byu graduates,1
3739,vocal performance,1
3738,entrepreneurial business woman,1
3737,year master's student,1
3734,fiction novelist,1
3774,best foot,1
3731,int treatment,1
3730,tranquil lodging experience,1
3728,structural bodywork therapist,1
3727,neat person,1
3726,john's integrative neuromuscular therapy,1
3725,instructor of paul,1
3724,series of personal embodiment classes,1
3745,patch of land,1
3746,colorful characters,1
3747,larger scale,1
3773,real pleasure,1
4969,seattle-native norwegian,1
3769,listing manager,1
3767,hours of drive,1
3766,middle school,1
3765,dream builder,1
3763,short term rental business,1
3762,ideal mixer of city,1
3761,desirable city,1
3760,new views,1
3759,new turns,1
3755,senor professional working,1
3754,multinational company,1
3752,growing years,1
3751,metrobilly retreat,1
4962,colorado springs,1
4959,good happy hour,1
4893,small family owned business,1
4923,pediatric healthcare,1
4914,powerlifting meets,1
4916,favorite beach spot,1
4917,tattooed bicycle rider,1
4918,brief stay,1
4920,rainy season,1
4922,sustainable living,1
3974,professional cook,1
3961,great town,1
3972,travel slut,1
3970,digital world,1
3969,tons of fun things,1
3966,social media marketing company,1
3964,member of gsba,1
4909,major tech company,1
4908,epicenter of activity,1
4907,countless great bars,1
4906,easy walk,1
4014,affordable housing,1
4013,bars of seattle,1
4010,thrift store,1
4006,busy social life,1
4005,love camping,1
4004,year old web developer - salt lake city native,1
4895,high speed internet,1
4897,highway access,1
4898,guest permit,1
4900,traffic jams,1
4901,bd executive suite,1
4902,major attractions,1
4903,art educator,1
4905,seattle science center,1
3962,seattle chamber,1
3942,clean place,1
4958,girlfriend carlie,1
4944,ry open minded,1
3860,yrs experience,1
4937,stale bread,1
4939,big city life,1
4941,primary education years,1
4942,strange city,1
4943,excess free-time,1
4945,radio veteran,1
3940,familiar places,1
4946,local community college,1
4947,great convos,1
4950,digital marketing agency,1
4951,pretty amazing journey,1
4954,practical personality highlights,1
4936,live shows,1
3864,multimedia art,1
3936,sorts of varieties,1
3934,elementary school teacher,1
3933,frequenting seattle breweries,1
4924,larger space,1
4931,unplanned trip,1
4932,aspects of seattle,1
4933,local sports performance company,1
4935,dc transplant,1
3874,tireless dreamer,1
3873,obsessive perfectionist,1
3872,incurable romantic,1
3870,eternal optimist,1
3869,lovely service,1
3868,certified sommelier,1
4251,maruca house,1
4567,taught english,1
4844,university of washington medical center,1
4845,husband river,1
4846,dnp graduate student,1
4848,lifetime resident,1
4557,capoeira teacher,1
4543,touch of electronic,1
4554,good conversationalists,1
4552,genuine folks,1
4551,beautiful environments,1
4549,sweet elders,1
4839,boston terrier,1
4837,young professional bursting,1
4592,local nightlife,1
4591,local attractions,1
4590,low key,1
4589,fabulous ferry system,1
4588,fair trade,1
4586,great meals,1
4585,chocolate factory,1
4584,culinary arts instructor,1
4583,award-winning advocate,1
4580,goat cheese,1
4578,sustainable food systems,1
4577,local hikes,1
4544,hundreds of friends,1
4542,casual person,1
4594,open-air markets,1
4508,settled person,1
4506,sorts of skills,1
4505,best fishing season,1
4504,antique house,1
4503,melinda gates foundation,1
4501,local sporting events,1
4500,special education teacher,1
4499,seattle public schools,1
4541,host of ways,1
4495,homecrafted bitters,1
4511,life-long students,1
4512,welcome visitors,1
4540,casual host,1
4539,old movies,1
4538,old music,1
4849,cascaidia region,1
4534,husband modi,1
4533,months old baby boy,1
4530,fun attitude,1
4529,bossa nova musician,1
4525,laid-back couple,1
4521,dozen terrific airbnb guests,1
4519,quiet place,1
4514,humble home,1
4593,neighborhood restaurants,1
4595,inside scoop,1
4773,touring musicians,1
4786,better wellness,1
4785,beautiful emerald city of seattle,1
4781,theatre professor,1
4780,pretty healthy type,1
4778,good guest,1
4774,long periods of time,1
4772,outdoor activities practitioners,1
4761,given city,1
4771,pet lovers,1
4769,restaurant choices,1
4768,th ave nw,1
4767,adventure plans,1
4766,java bean organic coffee house,1
4765,coffee business,1
4790,southern alabama,1
4792,odd weekend - happy,1
4793,seattle attractions,1
4824,familiar city,1
4817,veterinarian- love,1
4814,natural world,1
4812,incredible joy,1
4811,tranquil surroundings,1
4809,prized possessions,1
4808,peer counselor,1
4807,southern states,1
4806,great pacific nw,1
4805,red rock nature trails,1
4804,hiking trails,1
4803,life activities,1
4802,life coach,1
4795,fun vacations,1
4794,best neighborhood,1
4759,local aspects,1
4596,kirkland's beautiful surroundings,1
4612,spectacular places,1
4622,local yoga spots,1
4618,wonderful emerald city,1
4617,warm people,1
4616,husband yoni,1
4614,incredible idea,1
4613,amazing studio unit,1
4758,following types of travelers,1
4609,quiet retreat,1
4607,kitchen-table chat,1
4605,new parts of seattle,1
4825,wonderful mountain,1
4826,football fan,1
4827,lover of sunsets,1
4624,favorite tier,1
4625,san pedro,1
4757,corporate travelers,1
4756,leisure travelers,1
4755,food aficionado,1
4753,noe lee,1
4752,long day of meetings,1
4751,international freight,1
4738,road bike,1
4735,delicious meal,1
4719,techy geek,1
4717,random trips,1
4716,lovely locals,1
4714,evolving father,1
4713,thrill-seeking entrepreneur,1
4712,stunning beauty,1
4630,boyfriend eric,1
4629,mountain bike,1
4487,american football,1
4484,strong cup of coffee,1
4252,activity of travel,1
4327,year-old son,1
4326,central district of seattle,1
4325,craniosacral therapist,1
4323,remodel project,1
4321,hosting campfires,1
4320,german wirehaired pointers,1
4319,alabama game,1
4315,hiking opportunities,1
4314,rattlesnake ridge,1
4313,variety of amenities,1
4312,yard gardens,1
4311,long term rental,1
4310,renovations summer,1
4309,lower portion,1
4308,year old home,1
4307,booming central district,1
4330,popular science nerd,1
4331,television enthusiast,1
4351,delta air lines,1
4350,cargo agent,1
4349,gorgeous ocean,1
4348,secrets of seattle,1
4347,rocking oasis,1
4346,fashion instructor,1
4344,great tips,1
4343,year resident,1
4342,historic neighborhood of jimi hendrix,1
4341,ray charles,1
4340,quincy jones,1
4339,roots of seattle's music scene,1
4338,city magazine,1
4337,inspiring city,1
4335,stellar experience,1
4334,lover of art,1
4332,pop culture,1
4306,great space,1
4303,peruvian expat,1
4353,professional business coach,1
4263,similar wishes,1
4274,gluten intolerant,1
4272,spa moment,1
4266,professional background,1
4265,jacquard textiles,1
4264,love of objects,1
4301,good perspective,1
4261,arrangement of living space,1
4260,manufacture of women's handbags,1
4259,specialty stores,1
4258,end table,1
4257,flat wear,1
4255,kitchen towels,1
4254,tea pot,1
4275,great gluten free restaurants,1
4277,partner gaelen,1
4278,family therapist,1
4279,time musician,1
4300,main apartment,1
4298,best memories,1
4297,easy going,1
4296,comfy bed,1
4295,pisco sours,1
4294,beautiful paradise,1
4293,latin rhythms,1
4292,superb level of privacy,1
4291,london uk thanks,1
4290,lomo saltado,1
4288,pin code,1
4287,new favourite restaurant,1
4286,independent access,1
4285,vibrant area,1
4284,hr access,1
4283,fantastic food,1
4281,original music,1
4280,strange addiction,1
4352,mountain destinations,1
4354,business coaching practice,1
4443,living area,1
4452,selection of dvd's,1
4451,large tv's,1
4450,international district,1
4449,dvd player,1
4448,sharp incline,1
4444,grocery store,1
4441,social philanthropist,1
4851,city garden of flowers,1
4440,serial entrepreneur,1
4436,pizza restaurant,1
4433,minutes walking distance,1
4432,ft boat,1
4431,tourist locations,1
4430,quality locations,1
4429,beautiful old home,1
4457,peak times,1
4458,home marketing professional,1
4481,video gaming,1
4478,yellowstone national park,1
4477,flexible kind of guy,1
4476,outdoorsy guy,1
4850,fabulous city,1
4473,best thing,1
4470,lush vegetation,1
4468,active people,1
4466,devout family man,1
4465,practice krav maga,1
4463,theater fan,1
4462,cat ella,1
4461,dog pablo,1
4460,pet lover,1
4459,national public radio,1
4428,bus stop,1
4426,street parking,1
4355,alternative practices of health,1
4857,dingle peninsula,1
4381,beloved home,1
4380,great clients,1
4379,boutique design,1
4378,amazing friends,1
4377,amazing project,1
4376,amazing produce,1
4853,little piece of city oasis,1
4854,manner of adventure,1
4855,newcastle brown ale,1
4858,cad design,1
4859,serious attachment,1
4366,local university,1
4363,mental health therapist,1
4362,soccer practices,1
4361,music lessons,1
4382,beautiful country walks,1
4383,heart of wine country,1
4384,fresh chicken eggs,1
4385,little farm,1
4424,free boat ride,1
4423,personal use,1
4422,private house,1
4420,central district,1
4418,surrounding neighbors,1
4417,golden rule,1
4416,respectful guests,1
4415,account manager,1
4413,things simple,1
4412,optimistic guy,1
4410,faraway places,1
4409,lots of soccer,1
4393,fantastic homes,1
4392,queer business owners,1
4391,general happy campers,1
4390,home owners,1
4389,well-appointed domestic life,1
4852,manner of information,1
3719,white teeth,1
3006,volunteer firefighter,1
3014,group solar purchases,1
3013,solar industry,1
3012,lot of extra space,1
3011,spare bedrooms,1
5081,place home,1
5083,fabulous friends,1
3008,aspiring architect,1
3007,university of florida,1
3004,east coast transplant,1
2984,tech industry,1
3002,madison valley,1
2999,documentary filmmaker,1
2997,meeting fellow independent travelers,1
2995,d professional researcher,1
2994,favorite seattle coffee shops,1
2990,bedroom guest apartment,1
2986,web start-up,1
3017,wind energy,1
3018,decade of hiking,1
3019,guest houses,1
3055,good bonds,1
3054,solid roots,1
3051,artist residency,1
3049,public school,1
3048,younger son,1
3033,volleyball player,1
3029,great energy,1
3028,invisible roommate,1
3027,software engineering,1
3026,payroll administrator,1
3023,small farm,1
3022,partner chris,1
3021,personal experience,1
5079,sorts of crazy stuff,1
3060,outdoors- oceans,1
5095,quiet neighborhoods,1
5086,vegetarian dishes,1
5087,body of water,1
5088,trout fishing,1
5089,excellent host,1
5090,superb adolescent daughter,1
5091,large collection of recorded jazz,1
5093,brazilian music,1
5094,self-employed mental health professional,1
5096,sweetest pets,1
5085,black eyeliner,1
2931,local community,1
2930,internal medicine residency,1
2929,special pricing,1
2926,month message,1
2925,medical students,1
2924,local flavor,1
2922,great ways,1
5098,single dad,1
2919,social impact consultant,1
2948,lot of different places,1
2953,bi-city professional,1
2975,inexpensive ways,1
2974,travel destination,1
2971,amazing house,1
2970,mother-in-law studio,1
2967,girlfriend jen,1
2965,disc golf,1
2963,environmental consulting projects,1
2961,mi casa es su casa,1
2960,local live music,1
2956,outdoor adventure,1
2955,local cuisine,1
2954,current favorite saying,1
3059,favourite way,1
3062,dinner table,1
2879,international travels,1
3151,local events,1
3150,professional wellness coach,1
3149,detoxifying mud,1
3147,therapeutic massage,1
3146,holistic body treatment,1
3143,victorian cottage,1
3125,pilgrims christian church,1
3139,southern utah,1
3138,beautiful national parks,1
3134,plan usa,1
3130,community lunch,1
3128,sustainable development,1
3127,economic justice,1
3153,natural ingredients,1
3154,right location,1
3156,cultural amenities,1
3157,dog garbo,1
3184,fancy places,1
3183,travel time,1
3182,bedroom home,1
5050,love dogs,1
5051,san fran,1
5052,days of fun,1
3171,adventurous palate,1
3169,italian alps,1
3165,jazz musicians,1
3164,adventurous spirits,1
3163,kinds of great people,1
3162,software business,1
3126,urban planning,1
3124,mile road trip,1
3064,variety of mediums,1
5070,loving australian shepherd,1
5060,passionate dreamer,1
5061,salt water,1
5062,sooke harbor,1
5063,memorable trips,1
5064,lucky auntie,1
5065,discovery park,1
5067,long adventures,1
5071,new son,1
3123,central seattle,1
5072,perfect weekend,1
5073,awesome restaurants,1
5074,great music scene,1
5077,stereotypical seattleite,1
3069,foreign land,1
3067,french new wave,1
3066,african blues,1
3065,old growth forests,1
5059,proof of severe mercy,1
5058,nonrev traveler,1
3092,beer magazine owner,1
3093,different foods,1
3119,favorite routes,1
3118,seattle's central district,1
3115,car ride,1
3114,urban environment,1
3112,short bike,1
3111,boyfriend chris,1
3109,new international destination,1
3108,new us destination,1
3101,affordable prices,1
3100,marvin bynoe,1
3099,kind of doors,1
3095,average seattle lite,1
3094,large tech company,1
2918,culinary school years,1
2877,perfect visit,1
2715,satisfied tenants,1
2728,standup paddle boarding,1
2727,body healthy,1
2726,dental field,1
2725,dental assistant,1
2724,kinds of diverse music,1
2721,loving person,1
2716,local aerospace company,1
2714,sipping mezcal,1
2700,ground apartment,1
2713,wife susan,1
2712,kids' elementary school,1
2711,short jaunt,1
5107,easiest way,1
2708,certain times,1
2707,microsoft connector,1
2706,long-term rental,1
2704,things leisurely,1
2702,legal accessory dwelling unit,1
2731,frank sinatra,1
2732,local farms,1
2757,possible tourist destinations,1
2756,lot of incredible people,1
2754,solo traveling,1
2753,adventure traveler,1
2750,limited tv,1
2749,sweet treat,1
2745,arrested development,1
2743,abundance of respect,1
2739,amazing moments,1
2735,equestrian vaulting,1
2734,lindsey sterling,1
2733,big bang theory,1
2701,brand new,1
2699,great natural light,1
2667,walkable neighborhood,1
2666,upstate new york,1
2665,digital arts,1
2663,recent transplants,1
2661,landscape architecture,1
2660,landscape consultant,1
2659,year old school age daughter's school year,1
2656,people's airbnb's,1
2697,great spot,1
2655,expression of hospitality,1
2654,airbnb culture,1
2653,real estate license,1
4823,water views,1
2651,chad's beautiful heart of seattle,1
2649,actual vacations,1
2648,international school teacher,1
2647,work of byron katie,1
2668,parts of asia,1
5129,working professional,1
5128,data visualization software developer,1
2696,great views,1
5108,large immediate families,1
5110,charming home,1
5112,sports marketing,1
5120,seattle comfortable,1
5121,sense of adventure,1
2684,lower half,1
2683,respectful of privacy,1
2682,small town girl,1
5122,smaller local lodging,1
5123,philosophy of travel,1
5126,rules of hospitality,1
5127,hotel hospitality,1
2758,gorgeous sights,1
2761,green bungalow,1
2845,mental health workers,1
2843,dialectical behavior therapy,1
2840,morning person,1
2837,early wake,1
2836,casual traveler,1
2835,berkeley-strong cup of coffee,1
2834,white wine,1
2833,best days,1
2831,comfy chair,1
2816,love adventure,1
2828,camera lens,1
2825,san sebastian film festival,1
2824,avid yoga practitioner,1
2823,film festivals,1
2822,sunny weekend,1
2820,local tips,1
5101,time working mom,1
2846,biz development,1
5099,film industry,1
2875,heart of vibrant seattle,1
2874,beloved city,1
2872,used airbnb,1
2871,mountains of washington state - skiing,1
2870,outdoor pursuits,1
2867,different states,1
2865,private room,1
2864,parking spot,1
2863,busy nurse,1
2861,lifelong duck,1
2859,farming town,1
2858,palm springs golf,1
2855,san juan island,1
2854,roche harbor,1
2853,working working world,1
2817,patagonian chile,1
2815,world cup,1
2762,green lake home,1
2776,new canine addition,1
2787,spirit of aloha,1
2785,recommendations of places,1
2784,doorsy type of guy,1
2783,bagley place,1
2814,month south america trip,1
2771,mile path,1
2770,long story short,1
2768,special option,1
2767,memorable stay,1
2766,beautiful walk,1
2765,beautiful retreat,1
2764,great air bnb rentals,1
2763,walking distance of coffee shops,1
2789,latona house,1
2790,life coaches,1
2791,road tripped,1
2813,machu piccu,1
2811,brazilian beaches,1
2809,good micro brew,1
2806,long term renter,1
2805,physician assistant training,1
5102,relaxing stay,1
2803,airbnb sites,1
5104,favorite restaurants,1
2801,year-old boy,1
2800,custom rice-paper lampshades,1
2799,commercial projects,1
2798,commercial art director,1
2794,western montana,1
2793,multiple times,1
3186,warm tropical places,1
3187,english spanish,1
3188,little brazilian portuguese,1
3566,young ones,1
3572,pedro almodovar films,1
3567,longer vacations,1
3565,stay-at-home mom,1
3553,aids vaccine research,1
3563,new web site,1
3560,hot tin roof,1
3559,street car,1
3558,cool hand luke,1
3556,fred hutchinson cancer research center,1
3555,high school spanish teacher,1
3576,ballet lessons,1
3578,bollywood craze,1
3579,college education,1
3598,william of orange,1
3597,objects conservator,1
3596,various airbnb spots,1
3595,feline royalty,1
3594,louis quatorze,1
3593,fiance rob,1
3592,avid travelers,1
3591,sides of mountains,1
4985,pnw home,1
3587,princess bride,1
3581,little women,1
3580,jane eyre,1
3554,school of public health,1
3552,shahrukh khan,1
5015,tiny dog,1
5006,lot of reviews,1
5007,suburban family area,1
5008,comegetmyrv fox,1
5009,prior experience,1
5010,eclectic vibe,1
5012,residential bookings,1
5013,useless information,1
5014,al smith,1
5016,vacation home,1
3551,amir khan,1
5017,tiny butterflies,1
5018,big hair,1
5019,vacation rental,1
5020,home stylist,1
5021,famous paris flea markets,1
5005,news segment,1
5004,customer satisfaction,1
5003,customer testimonials,1
3507,huge sushi fans,1
4989,important hospitality,1
4993,rental business,1
4994,rv business,1
4995,lake sammamish rentals,1
4997,seattle property,1
4998,sammamish lake view property,1
4999,new tourist rental company,1
5000,quality of rental service,1
3519,jeep trips,1
3514,graduate program,1
5001,private rv,1
3509,love soccer,1
5002,rv road trip,1
3599,joys of puttering,1
3602,husband christian,1
3692,victor hugo,1
3691,university of washington school of law,1
3689,university of chicago alumna,1
3688,comedy bang bang,1
3687,book recommendations,1
3686,david foster wallace,1
4974,beautiful island of kauai,1
3682,translation field,1
3666,spiritual - creative,1
3678,jewelry career,1
3677,year ive,1
3676,number of different classes,1
3674,metaphysical world of frequencies,1
4975,favorite getaway location,1
3671,town thats,1
3669,photographer - skateboarder,1
3668,vegan - psychic,1
3693,infinite jest,1
3694,tina fey,1
3695,kurt vonnegut,1
3696,michael jordan,1
3714,roland lazenby,1
3713,amy poehler,1
3707,ludovico einaudi,1
3706,scott pilgrim,1
3705,malcolm gladwell,1
3704,battlestar galactica,1
3703,mitch hedberg,1
3702,zadie smith,1
3700,girl talk,1
3667,adventurer - seeker,1
3665,chef - writer,1
3603,rotary exchange student,1
3617,wall hostels,1
3628,lot of experience,1
3626,special romantic accommodations,1
3625,unique finds,1
3624,seattle girl,1
3622,software consulting,1
3619,fancy hotels,1
3618,friends couches,1
3664,organic gardener - organic farmer - artist,1
3613,international extended family,1
3612,favorite locales,1
3611,son xavier,1
3610,wonderful memories,1
3608,different points,1
3607,financial software company,1
3606,new regions,1
3630,full-time student,1
3632,small cuisine,1
3633,international shipping business,1
3635,sustainable hiking equipment,1
3661,human centered design,1
3660,personal taste,1
3658,asian countries,1
3656,cook living,1
3655,local restaurant industry,1
3652,oriented reading,1
4978,west seattle native,1
4979,year old toddler,1
3643,sweet cottage,1
3640,uw graduates,1
3639,wonderful new friends,1
3638,washington natives,1
3636,small company,1
5026,beautiful southern homes,1
5027,striped shirts,1
5028,modern calligrapher,1
3265,great accommodations,1
3276,year-old black lab otis,1
3274,cumberland island,1
3273,deer island,1
3272,lamu island,1
3271,south carolina girl,1
3270,at-risk youth,1
3264,great trip,1
3250,avid music fans,1
5038,cross things,1
3258,dont smoke,1
3257,dont drink,1
3255,happy hours,1
3254,sidewalk restaurant,1
3253,variety of memorable experiences,1
3277,weird areas of washington,1
3278,total homebody,1
3279,japanese saw,1
3280,good story,1
3302,playful family,1
3301,mother bear,1
3300,mature professional woman,1
3296,freelance illustrator,1
3289,neighborhood townie,1
3288,andaman islands,1
3286,haida gwaii,1
3285,todos santos,1
3284,awra amba,1
3283,independent projects,1
3281,little excursions,1
3252,usual afternoon,1
3246,white snow capped mountains,1
5029,rest assured,1
3203,spry young boy,1
3213,cool fort,1
3212,fun yard,1
3210,great house,1
3209,pacific nw abode,1
5046,mobile platform,1
3206,film production,1
3204,clothing line,1
3202,special upper left region,1
3244,busy downtown corridor,1
3200,beauty of seattle,1
3199,yoga enthusiast,1
3198,travel-loving woman,1
3195,boyfriend moe,1
3191,miami fl,1
3190,main tourist zones,1
3217,whats great,1
3219,vintage furniture store,1
3220,homestead seattle,1
3243,early evening,1
3240,hotel lobby,1
3239,upscale hotel,1
3238,city center,1
3237,outdoors hiking,1
3236,x-country skiing,1
5039,enterprise sales,1
5040,technical recruiting,1
5041,career stems,1
3224,active family living,1
5044,live djs,1
3222,fabulous restaurants,1
3221,madison park,1
3307,people people,1
3308,new cuisines,1
3387,audubon society,1
3420,small studios,1
3419,building community aspect,1
3417,community building,1
3415,college aged women,1
3392,gasworks park,1
3390,excellent nonfiction,1
3388,fair description,1
3385,frequent coffee dates,1
3309,new yorkers,1
3384,maria semple,1
3383,teen groups,1
3382,television shows,1
3381,stream movies,1
3379,good read,1
3378,favorite pastime,1
3377,seattle children's hospital,1
3374,properties available,1
3421,human doings,1
3422,human being's,1
3423,cool business idea,1
3424,ideal seattle neighborhood,1
5031,favorite holiday,1
5033,little girls,1
3446,spanish bilingual,1
3443,precious nature,1
3441,integrated healing,1
3440,alternative background,1
3438,urban feel,1
3437,best selves,1
3435,rural northern california,1
3433,air b n,1
3432,nice blend of quiet,1
3431,billy holiday,1
3430,favorites artists,1
3428,lmft private practice,1
3426,music mackelmore,1
3425,michael franti,1
3373,views of lake washington,1
3372,new jersey,1
3370,entire basement suite,1
3335,port townsend,1
3333,furniture maker,1
3331,sorts of people,1
3321,awesome city,1
3318,special memories,1
3316,methow valley,1
3315,cabin skiing,1
3313,quiet ship,1
3311,lauren loves photography,1
3340,contemporary performance,1
3342,unoccupied basement apartment,1
3368,freelance writing coach,1
3367,famous northwest author betty macdonald,1
3366,wiggle series of children's books,1
3365,wiggle house,1
3364,published books,1
3362,international education programs,1
3361,high school students,1
3357,construction manager,1
3355,community development,1
3354,areas of technology,1
3353,graduated college,1
3351,great seattle neighborhood,1
3348,little puppies,1
3347,satisfying career,1
3345,retired university professor,1
3344,generous country,1
3052,rockland residency,1
